CustomerID,Age,Gender,Income,CampaignChannel,CampaignType,AdSpend,ClickThroughRate,ConversionRate,WebsiteVisits,PagesPerVisit,TimeOnSite,SocialShares,EmailOpens,EmailClicks,PreviousPurchases,LoyaltyPoints,AdvertisingPlatform,AdvertisingTool,Conversion,ClickTimestamp
8021,47,Female,119233,SEO,Consideration,8333.232297346969,0.2576963413187493,0.0112493654655946,36,9.69190632380631,1.470518152555739,63,14,0,5,2586,Bing,Bing Webmaster Tools,1,2024-07-02 04:29:45
8022,55,Male,57586,Email,Consideration,6599.333294530985,0.2600797774918882,0.1357636182127649,14,3.4460780379604996,12.85260043957216,94,14,6,9,1989,Sendinblue,Sendinblue Dashboard,1,2025-03-23 16:07:07
8023,19,Female,72243,Referral,Conversion,5144.341521645195,0.0774743610037607,0.0614603685066052,33,6.5908820051354216,2.0531207988121314,18,5,5,3,1417,CJ Affiliate,CJ Affiliate Dashboard,1,2025-03-14 13:31:07
8024,38,Female,120566,Social Media,Awareness,2445.2277632871724,0.037503510781547,0.0383993872462522,20,7.830556785210321,7.33382552085477,22,14,3,2,1563,LinkedIn,LinkedIn Campaign Manager,1,2025-02-10 17:46:14
8025,50,Female,144213,PPC,Conversion,9229.345319157108,0.2929298335576006,0.0707947716777232,22,1.8526517844505836,7.901721933466988,70,17,3,3,2227,Google Ads,Google Ads Manager,1,2025-05-10 16:15:13
8026,29,Male,78618,Email,Consideration,636.5880075361293,0.1335100905993144,0.1048260913938686,8,7.002648583172598,8.186830947810558,5,5,5,1,129,Sendinblue,Sendinblue Dashboard,0,2024-08-19 11:07:42
8027,39,Male,98311,Social Media,Retention,6920.2388752182715,0.0106438933829566,0.1056483789680143,39,2.52165310818842,9.33274626153203,98,17,6,1,2688,Instagram,Meta Ads Manager,1,2025-05-25 18:15:16
8028,61,Female,27549,Referral,Retention,6250.274938812751,0.1547151718103979,0.0797672415830722,25,3.9527420104793984,10.67294510281997,92,17,1,3,68,Upfluence,Upfluence Platform,1,2025-02-03 19:19:06
8029,42,Female,138168,Referral,Conversion,4466.311070339615,0.1895971054867606,0.1040371314978715,42,7.445377034619436,0.5631910961814526,54,18,6,2,3079,Yotpo,Yotpo Loyalty Manager,1,2024-11-21 03:39:09
8030,66,Male,72494,PPC,Awareness,2479.1774573967928,0.2350655917599299,0.0911948769810488,21,4.960582617824441,0.9482583271575142,76,19,9,4,1011,Bing Ads,Microsoft Advertising Platform,1,2025-06-13 04:01:50
8031,44,Male,107973,Referral,Consideration,4363.889774768142,0.2834532142848552,0.1663063969270523,12,9.29045667982302,9.367495241283509,38,12,6,0,911,Upfluence,Upfluence Platform,1,2024-06-13 06:52:26
8032,59,Female,43958,Referral,Awareness,8740.449982978864,0.2753994823941842,0.0156266538233245,24,3.170819821328504,3.1410596327745486,24,10,5,6,4683,Upfluence,Upfluence Platform,1,2024-10-01 15:26:02
8033,45,Female,109779,Social Media,Awareness,8383.984491524046,0.2826393878159118,0.1749257253313789,6,2.384030881810251,12.561754154488307,97,14,2,3,467,Facebook,Facebook Ads Manager,1,2024-08-21 13:42:29
8034,33,Male,127713,Social Media,Awareness,9419.674374772589,0.0193162929952471,0.0563438985789388,26,4.034547735123173,9.598918909699371,82,5,7,5,653,Instagram,Meta Ads Manager,1,2025-03-20 16:37:05
8035,32,Female,127960,PPC,Consideration,3147.152745589955,0.2164144988108356,0.1471386208568876,14,8.667309012438816,14.715810565969887,3,10,0,1,2429,Bing Ads,Microsoft Advertising Platform,1,2024-08-25 13:29:01
8036,64,Male,114520,Email,Conversion,3932.3311678518417,0.0754988092136491,0.0869575271046961,11,8.626820998058339,11.056062210688513,87,3,7,3,1066,Mailchimp,Mailchimp Automation,1,2024-10-01 02:02:18
8037,68,Male,122478,PPC,Consideration,285.3889113326469,0.0643902792896396,0.0659232632559093,44,4.323750219686711,1.81535897967326,32,14,6,4,257,Bing Ads,Microsoft Advertising Platform,1,2025-02-28 15:50:17
8038,61,Female,149203,SEO,Consideration,9435.204947728082,0.2420923848937826,0.126916000869978,32,8.28858086225458,2.979151166863559,65,15,1,5,4709,Google Search,Google Search Console,1,2024-12-22 17:15:44
8039,69,Male,141835,Referral,Conversion,3360.9619089909615,0.1309676098601351,0.1560880395839898,20,1.700094274755053,1.1749590102378389,1,13,0,0,2885,CJ Affiliate,CJ Affiliate Dashboard,1,2025-06-08 04:13:49
8040,20,Female,57538,Email,Conversion,4101.221833176633,0.2758140219768774,0.0954879260896847,24,1.0684143982270011,11.247050051443615,13,4,7,3,1476,Mailchimp,Mailchimp Automation,1,2025-06-29 16:02:50
8041,54,Female,25833,Social Media,Conversion,9087.265653329208,0.0223061763307549,0.0986452301824413,39,8.783242758213401,2.3389376321483093,49,14,3,1,3243,LinkedIn,LinkedIn Campaign Manager,1,2025-04-26 23:38:22
8042,68,Female,142893,SEO,Retention,5313.32445865145,0.2426324405512773,0.0211827321058591,46,8.866645175813446,10.124628655923578,10,9,9,9,3513,Google Search,Google Search Console,1,2024-10-22 00:14:01
8043,24,Male,43386,SEO,Retention,5705.127963379232,0.0496819792719527,0.1855592363192903,21,2.290589950043227,8.553267291850656,33,5,9,0,913,Yahoo,Yahoo Search Marketing,0,2024-12-18 23:58:47
8044,38,Male,136981,Referral,Conversion,1844.7050976940768,0.0612073884538454,0.1709103723247892,13,3.6794290109426737,9.68281578896813,37,15,8,8,2136,Upfluence,Upfluence Platform,1,2024-07-02 23:25:42
8045,26,Male,120349,Social Media,Awareness,5036.734206104679,0.1484319975021047,0.0856186296330627,7,8.655366185211038,7.875713522347193,91,15,3,0,284,Instagram,Meta Ads Manager,1,2024-11-16 14:09:32
8046,56,Female,119341,Email,Retention,9190.265148996865,0.1247210828531118,0.1553406165005061,23,1.75390254497437,0.6889163080524987,38,18,7,1,4275,Mailchimp,Mailchimp Automation,1,2025-05-24 02:27:56
8047,35,Female,91778,Social Media,Consideration,5631.309072268467,0.1509899687773146,0.0695230433846072,2,8.767835076942303,4.171662098102583,21,2,7,8,3388,TikTok,TikTok Ads Manager,1,2024-11-19 04:13:21
8048,21,Female,114240,Referral,Consideration,2625.652009933605,0.282607691389006,0.1487801406724272,11,6.172143151518968,13.33223663256786,41,19,0,7,883,Yotpo,Yotpo Loyalty Manager,1,2024-08-15 15:36:34
8049,42,Female,127955,SEO,Retention,408.69055493415215,0.2006427913134362,0.1081714261471714,46,6.9154947914736224,13.974394238321404,96,17,4,9,3404,Bing,Bing Webmaster Tools,1,2025-01-01 20:15:03
8050,31,Female,44832,Referral,Consideration,3429.387557195273,0.0941897207341801,0.0975456772217527,21,6.35337051034278,1.9095419310060489,94,18,3,9,4788,Upfluence,Upfluence Platform,1,2025-03-22 18:12:39
8051,67,Female,97857,PPC,Conversion,5768.650049238134,0.060143526572175,0.0207393694790417,15,6.242790971738998,14.31311612747055,56,1,3,9,4720,Google Ads,Google Ads Manager,1,2024-07-08 10:14:15
8052,26,Male,58930,SEO,Consideration,521.8715548712182,0.1318134197879707,0.1934301651436839,6,2.6655497892374544,10.222627750715883,77,8,8,3,2124,Google Search,Google Search Console,1,2024-08-10 07:38:35
8053,43,Male,52407,Referral,Retention,6136.946515182446,0.1409758979076439,0.1691077042768998,17,3.1245225954937443,13.877084818207472,37,0,2,1,3219,CJ Affiliate,CJ Affiliate Dashboard,1,2025-04-23 12:42:01
8054,19,Female,24073,Email,Awareness,5281.796888469316,0.1843753788708597,0.1607437329174248,44,6.220482931936546,6.316877102178184,8,3,7,7,4930,Sendinblue,Sendinblue Dashboard,1,2025-01-08 02:46:57
8055,37,Male,37667,Email,Consideration,7856.011144749052,0.0871407840265326,0.0679340775542076,22,4.612648727456795,1.9753031171544753,87,3,8,2,1977,Sendinblue,Sendinblue Dashboard,1,2025-01-13 20:46:07
8056,45,Male,36035,Email,Consideration,385.99290549242215,0.2325776816580768,0.0650221350405093,25,5.871602254502379,4.885572327041508,28,5,7,9,3851,Mailchimp,Mailchimp Automation,1,2024-08-25 07:31:28
8057,64,Female,26732,PPC,Awareness,7830.388713705501,0.0385534711890206,0.1189066883529833,37,3.2802940483539396,10.500381999363016,68,5,3,0,336,Google Ads,Google Ads Manager,1,2024-08-12 04:49:08
8058,24,Female,75097,Social Media,Retention,5256.682753005258,0.1725314754441897,0.1707824072829682,1,5.174403874861278,12.030711734034258,41,18,1,1,465,LinkedIn,LinkedIn Campaign Manager,1,2025-03-09 17:54:41
8059,61,Male,23487,Email,Awareness,3768.240394519144,0.1908241794407922,0.1875793971720439,1,2.290642000944768,1.226773102297375,59,7,9,3,3434,Mailchimp,Mailchimp Automation,1,2025-02-25 20:48:11
8060,25,Female,120488,PPC,Consideration,9657.291465952358,0.0699811585088921,0.061096514941483,21,1.3455584162298455,7.560799216279875,38,7,6,0,1035,Google Ads,Google Ads Manager,1,2025-05-16 11:00:11
8061,64,Female,77702,Email,Retention,1685.183517636925,0.2495432916448901,0.1254088120606893,37,9.5600473730827,1.4333171818045771,90,19,2,5,2604,Mailchimp,Mailchimp Automation,1,2024-07-24 16:16:09
8062,52,Female,146671,PPC,Conversion,5459.118679001954,0.1884753163102265,0.1475415319797584,41,7.507496310873257,13.022392911297612,71,12,5,3,716,Google Ads,Google Ads Manager,1,2024-12-16 21:53:05
8063,31,Male,114961,Email,Retention,3277.7165885655363,0.1972594422479121,0.0530145075848125,27,5.4825747038521495,7.406912959253098,92,8,2,5,3979,Sendinblue,Sendinblue Dashboard,1,2024-07-03 03:54:40
8064,34,Male,132194,Social Media,Retention,5322.115150073824,0.1543456166713971,0.0874190397422606,16,5.959106045055914,13.76491648066984,59,18,3,4,824,LinkedIn,LinkedIn Campaign Manager,1,2025-03-30 08:00:08
8065,53,Female,105107,Referral,Conversion,5567.52698054608,0.2737823229811381,0.0456201120055917,47,5.600563890887185,1.6393927870019132,52,6,1,3,125,Yotpo,Yotpo Loyalty Manager,1,2024-11-22 12:14:11
8066,67,Female,49075,Email,Retention,985.5376594059732,0.2112389986314111,0.1427919647759835,17,9.089285251272324,5.291814779256124,75,19,4,6,643,Sendinblue,Sendinblue Dashboard,1,2025-02-09 09:03:00
8067,57,Female,127721,Referral,Consideration,6645.237954491662,0.1207323138197711,0.1741191759435875,1,7.962747094633628,10.309807280141806,7,7,9,6,4051,CJ Affiliate,CJ Affiliate Dashboard,1,2025-06-10 04:45:31
8068,21,Female,91031,Email,Consideration,6381.366809598217,0.079195707457385,0.1767315273648144,34,3.926284369811056,4.75699817478993,20,10,6,3,4280,Sendinblue,Sendinblue Dashboard,1,2024-06-09 15:01:49
8069,19,Male,104217,Social Media,Consideration,7717.726018881193,0.0306078856988113,0.1373168853936143,14,2.9636812804202477,12.702598835234229,55,2,1,3,3849,LinkedIn,LinkedIn Campaign Manager,1,2024-06-10 00:23:50
8070,23,Male,34781,Referral,Consideration,997.5190872257928,0.0579546427823042,0.075958948433129,14,1.598763606256834,14.80908862490385,47,16,4,3,1328,CJ Affiliate,CJ Affiliate Dashboard,1,2024-07-24 00:09:19
8071,59,Female,59865,PPC,Conversion,3042.8596143465093,0.2978780561042613,0.1355976716023083,43,2.330102106363525,4.577684189998155,46,4,5,7,558,Amazon Ads,Amazon Advertising Console,1,2025-04-12 23:39:47
8072,21,Male,28469,Email,Consideration,6536.094937308202,0.1279623998375756,0.1742106781624555,44,5.410550208628478,5.735629035884559,8,5,5,4,2761,Sendinblue,Sendinblue Dashboard,1,2025-01-10 05:53:14
8073,46,Male,65167,Email,Retention,1453.635176564524,0.2706192959104479,0.1289126084477988,33,2.8231326543810793,14.526510324964256,77,14,1,4,2918,Mailchimp,Mailchimp Automation,1,2025-03-01 11:46:33
8074,35,Female,144866,PPC,Awareness,6808.222286805579,0.0594651134967266,0.0884494686562144,49,3.811545261830956,5.691886045671894,0,8,1,8,3483,Google Ads,Google Ads Manager,1,2024-10-16 02:24:48
8075,43,Male,101738,Social Media,Conversion,684.3644371221876,0.1333546526888464,0.1847625226366098,14,2.1999620146035177,8.56180444319324,54,18,1,9,11,Facebook,Facebook Ads Manager,1,2025-01-20 00:27:18
8076,61,Male,39928,SEO,Conversion,3415.8223743003146,0.2885503554397001,0.168691152721191,17,9.305327352529856,11.654004160398635,30,5,2,5,2751,Bing,Bing Webmaster Tools,1,2024-11-25 21:56:30
8077,51,Female,96521,Email,Awareness,8482.440111091939,0.0364283529115969,0.1776626956470842,12,1.3035253466503771,6.855998938303446,79,7,1,3,1964,Sendinblue,Sendinblue Dashboard,1,2025-06-14 07:23:17
8078,27,Male,59599,PPC,Consideration,7765.483774773485,0.1822554423056258,0.1816064839976559,37,4.166296478614447,5.902815262325685,90,11,8,6,4031,Google Ads,Google Ads Manager,1,2024-09-19 06:41:09
8079,53,Male,36775,SEO,Consideration,6483.1310807481705,0.2765598512019276,0.0848243384554595,7,3.3233920465547597,7.686031017979452,10,15,9,7,65,Google Search,Google Search Console,1,2024-09-15 16:10:54
8080,31,Female,86504,Email,Retention,8717.538324588502,0.2854081781567327,0.1733314114263937,15,1.0747242000011377,11.803038304053668,65,19,4,6,1998,Sendinblue,Sendinblue Dashboard,1,2025-06-22 04:45:11
8081,48,Female,95918,Referral,Consideration,7121.768487304785,0.2553421683624149,0.1183664375368725,19,9.35738226802263,5.026353019635538,59,2,8,5,590,Yotpo,Yotpo Loyalty Manager,1,2024-09-05 04:08:37
8082,65,Male,90687,PPC,Consideration,5241.813541586949,0.2582209853844433,0.0172502049752676,25,3.8224671744173855,5.586708708218365,30,15,7,1,220,Amazon Ads,Amazon Advertising Console,1,2025-01-17 10:16:56
8083,32,Female,46804,Referral,Retention,9799.203253819289,0.199133056694065,0.1308089077388223,34,5.5204757639096895,3.2425199051595213,49,14,4,4,4394,Upfluence,Upfluence Platform,1,2025-04-09 21:28:58
8084,25,Male,129122,Social Media,Consideration,6979.075189914263,0.0739227013475478,0.099417595615954,16,6.2434584768587955,10.673453751200258,59,10,6,5,928,TikTok,TikTok Ads Manager,1,2024-09-09 17:58:40
8085,31,Female,52259,SEO,Awareness,6053.5350504487305,0.2218967779006267,0.0622793852455865,25,6.4943178144158065,13.542031800936664,87,5,1,1,1884,Bing,Bing Webmaster Tools,1,2025-06-12 16:52:47
8086,40,Female,145725,PPC,Consideration,4147.81855344029,0.2937314946930297,0.1943727966089375,17,5.14234655283277,3.193228853049398,61,1,9,8,1530,Bing Ads,Microsoft Advertising Platform,1,2024-08-16 22:19:55
8087,57,Female,106284,Email,Awareness,9033.8837359326,0.1625207192551151,0.020463463075665,43,6.344464544386568,1.001548287425016,38,6,9,9,932,Mailchimp,Mailchimp Automation,1,2025-01-20 06:07:52
8088,38,Female,105227,Email,Awareness,3027.5200464894288,0.0856022341323013,0.1897167042343426,6,7.765849037611107,6.028424544875227,2,15,6,3,3472,Mailchimp,Mailchimp Automation,1,2024-06-10 08:46:01
8089,33,Male,117556,SEO,Awareness,191.27398268793655,0.1763066096518493,0.0402607415205812,43,9.568801255483764,6.4472440921958505,57,0,4,4,3242,Yahoo,Yahoo Search Marketing,1,2024-12-24 06:59:39
8090,62,Male,63560,Referral,Consideration,2047.7311720803636,0.2102770033097787,0.0816277540671011,34,6.913335432991241,9.86502113832734,67,12,5,4,3897,Yotpo,Yotpo Loyalty Manager,1,2024-12-27 01:51:11
8091,35,Female,47256,Referral,Consideration,1184.2231702293557,0.0704012897330798,0.0892746833296763,11,5.16006570585902,1.7410694853285875,29,3,8,6,1288,CJ Affiliate,CJ Affiliate Dashboard,1,2024-06-14 22:19:38
8092,64,Male,26125,PPC,Conversion,3258.0383643134132,0.2185649108067325,0.1488938985455546,46,5.0014405530441595,12.411726882646429,66,0,7,8,2324,Bing Ads,Microsoft Advertising Platform,1,2024-07-19 19:39:58
8093,41,Male,24370,PPC,Retention,8276.198906838705,0.1803555290764736,0.0509657496599738,48,7.3887162757257165,8.822808703481757,67,4,1,8,2368,Amazon Ads,Amazon Advertising Console,1,2024-06-10 18:41:09
8094,43,Female,24838,Referral,Retention,6550.143885113574,0.1875814736529351,0.1973593502132324,43,6.643316919844335,8.416578322003813,57,15,9,5,3006,Upfluence,Upfluence Platform,1,2025-04-18 20:45:35
8095,42,Female,134479,PPC,Conversion,1772.907833413754,0.0987364996245518,0.1523122520251643,40,4.78347931180887,5.087263988867358,76,18,5,8,72,Amazon Ads,Amazon Advertising Console,1,2024-06-22 00:12:33
8096,62,Female,77429,Referral,Awareness,7909.335038814151,0.0550273749322483,0.1600910012859404,0,4.022981312317757,5.796378940439576,52,11,0,3,3482,Yotpo,Yotpo Loyalty Manager,1,2025-06-03 11:32:20
8097,58,Male,23134,SEO,Retention,5091.776674384087,0.1908004696386405,0.0302214668158299,24,9.938337790280526,1.3036951327465784,13,8,7,4,205,Google Search,Google Search Console,1,2025-02-07 15:39:01
8098,46,Female,130995,PPC,Conversion,5175.87477877114,0.1800075668542458,0.1004992818067955,15,7.901172888798082,11.42944427466166,9,5,0,4,2595,Amazon Ads,Amazon Advertising Console,1,2024-07-12 22:53:42
8099,32,Male,63199,Referral,Awareness,3684.910591710646,0.1080235344370034,0.1896657765908748,14,2.8609812833311157,9.268680169670391,77,8,1,4,3514,Yotpo,Yotpo Loyalty Manager,1,2025-04-20 23:21:15
8100,62,Male,97092,PPC,Conversion,8659.702011738033,0.0958091635883072,0.0613125535948432,10,3.629545047167259,14.65821335926337,80,1,3,0,2398,Bing Ads,Microsoft Advertising Platform,1,2024-09-16 15:02:58
8101,18,Female,144925,Email,Consideration,3251.440308172347,0.1107008938820623,0.0376228944406633,36,9.043198028312194,5.626645702776845,21,0,9,6,4525,Mailchimp,Mailchimp Automation,1,2024-11-24 01:06:37
8102,42,Male,53822,Email,Consideration,1031.9836306299176,0.1520661681646578,0.1022249473551957,38,6.94746269883618,10.16053387556664,62,9,1,5,1506,Mailchimp,Mailchimp Automation,1,2024-08-30 02:26:35
8103,24,Male,113513,Social Media,Awareness,3097.0170403222564,0.2926977231822367,0.1867746832337296,2,3.796775535103987,13.83340680855619,60,2,4,2,1821,Twitter (X),X Ads Manager,1,2025-03-25 14:02:19
8104,26,Female,40113,Referral,Awareness,7182.000108052069,0.2314337403875998,0.1024902186418191,44,4.2778927306305,10.819372891745626,45,17,6,7,272,CJ Affiliate,CJ Affiliate Dashboard,1,2025-02-18 14:40:05
8105,41,Male,83594,Social Media,Consideration,6610.060679352956,0.2570045243579916,0.0869185175547351,44,4.410168981776536,1.0845026080841125,36,11,6,5,360,TikTok,TikTok Ads Manager,1,2025-03-06 17:04:19
8106,18,Male,116102,Referral,Retention,1961.369820180421,0.156638374982024,0.1335517629756175,41,2.676656769794363,9.667433636910989,20,14,9,8,4403,Yotpo,Yotpo Loyalty Manager,1,2025-03-17 14:30:05
8107,61,Male,22669,PPC,Retention,1206.664561138926,0.1625758474158453,0.1880079597816047,38,5.600518555929202,8.408169707124834,88,13,4,6,3502,Bing Ads,Microsoft Advertising Platform,1,2025-02-23 00:12:02
8108,25,Female,69427,Referral,Consideration,6642.571008177289,0.069254151816738,0.0193209153487725,19,7.890135793897303,7.740043405303668,2,9,2,7,2395,Yotpo,Yotpo Loyalty Manager,1,2024-06-21 22:27:03
8109,41,Female,101617,Email,Retention,6796.1306729836315,0.2191032925273127,0.0391451536405713,22,6.076539536552475,8.519137530564635,18,5,4,8,2647,Sendinblue,Sendinblue Dashboard,1,2024-08-18 22:12:16
8110,28,Female,32938,PPC,Consideration,3724.88140838465,0.1322593616792844,0.0352233189084094,14,6.903477546875941,7.178204489159226,31,19,3,5,3426,Google Ads,Google Ads Manager,1,2024-07-17 03:27:46
8111,68,Female,25717,Email,Conversion,8443.73369693789,0.2253095890571362,0.0262132666368414,17,6.358477492455616,10.531567373333983,78,19,5,7,603,Sendinblue,Sendinblue Dashboard,1,2024-09-15 10:40:01
8112,34,Female,97818,PPC,Conversion,9784.231517619177,0.1286260605806613,0.0674001553231952,38,1.530058864615281,0.716237090614334,23,11,0,1,3469,Bing Ads,Microsoft Advertising Platform,1,2024-10-25 11:27:13
8113,25,Female,67659,Referral,Conversion,2135.8877121490145,0.0414699842920333,0.0535687162928589,34,2.692540546444005,3.234115831799596,72,8,0,0,4643,Yotpo,Yotpo Loyalty Manager,0,2025-04-21 10:28:25
8114,52,Male,127601,Referral,Retention,5812.980285489681,0.0601855694579062,0.1142513405797737,28,4.153135931567241,5.798091617120452,73,3,7,8,162,CJ Affiliate,CJ Affiliate Dashboard,1,2025-03-12 06:54:06
8115,52,Male,84575,Email,Conversion,152.92865713899772,0.2453553226416581,0.0721849901278836,19,9.003115026506029,7.06367541903137,47,3,5,9,1669,Sendinblue,Sendinblue Dashboard,1,2025-04-01 14:04:08
8116,50,Female,99737,SEO,Awareness,7159.238520660245,0.0849987819720904,0.0869894936769964,41,4.138231008349045,2.392052046033135,95,1,8,5,1981,Bing,Bing Webmaster Tools,1,2025-06-10 00:59:18
8117,22,Male,36289,Referral,Awareness,4201.392924276846,0.08666278254445,0.1889542911949644,14,3.944052745099756,12.392116674580558,57,6,9,9,4669,Upfluence,Upfluence Platform,1,2025-05-17 02:50:36
8118,59,Female,44406,SEO,Conversion,2013.365346341332,0.279516746100676,0.0395745718411871,31,1.7252798135894871,13.976174885706971,39,10,0,9,2597,Bing,Bing Webmaster Tools,1,2025-06-03 23:13:23
8119,56,Female,142688,PPC,Awareness,7546.997025467324,0.2007143306313863,0.0838068920910124,11,9.748713499989746,11.392624595736226,6,15,6,2,4820,Amazon Ads,Amazon Advertising Console,1,2025-02-15 09:03:26
8120,58,Female,116822,SEO,Conversion,8125.4230958051985,0.0431491906264633,0.0588455496985685,47,8.006947028972444,13.967861700766468,45,9,0,2,3803,Bing,Bing Webmaster Tools,1,2025-01-26 08:31:08
8121,45,Female,32873,Email,Conversion,1200.5483616417791,0.0516397283382609,0.1143415366479729,11,7.893345036479465,11.276709902483054,90,14,6,7,3336,Sendinblue,Sendinblue Dashboard,1,2025-02-21 18:05:57
8122,24,Female,145812,Social Media,Consideration,505.8580421965366,0.088986555488881,0.1499038830438624,24,4.453349631024197,6.895312272664034,14,1,6,2,4108,TikTok,TikTok Ads Manager,1,2024-08-11 05:09:23
8123,26,Male,102048,Social Media,Conversion,3407.376572524261,0.1822587494697235,0.1652276959493943,33,1.7053250853307098,6.200428113745987,84,11,7,9,3310,TikTok,TikTok Ads Manager,1,2025-03-09 11:54:23
8124,25,Female,114463,Email,Awareness,6297.305611034252,0.2283193862726451,0.1079063719582994,7,3.3716824158063217,2.9127910374970436,73,14,4,5,4974,Mailchimp,Mailchimp Automation,1,2024-08-25 08:51:02
8125,29,Female,43461,Social Media,Retention,7954.853319167468,0.0896039686014271,0.172434152390119,23,8.676096800949086,1.7534820949244332,86,10,7,5,3606,Twitter (X),X Ads Manager,1,2024-09-11 12:33:08
8126,51,Female,40710,Email,Conversion,5506.018716641531,0.2624861908503397,0.1591643464966903,44,2.622681194308918,3.684465089653305,4,9,9,4,4652,Mailchimp,Mailchimp Automation,1,2024-08-04 07:31:13
